,chi_1D,chi_2D,fncmin_1DML,fncmin_2DML,n0_1D,n0_1DML,n0_2D,n0_2DML,n1_1D,n1_1DML,n1_2D,n1_2DML,pval_1D,pval_2D,var00_1D,var00_2D,var01_1D,var01_2D,var11_1D,var11_2D
59,3.7337330495674785,10.57492476731164,31.470806161263567,52.85136560977047,1120.3499895783636,1119.8757469773664,1131.3747167005433,1126.4776807655667,-19.4165564550655,-19.868741783454823,-26.087254790238678,-26.4806417112812,0.7126567342750909,0.7190587252037225,2637.9801157668635,3237.604993794131,-2077.683300369641,-2103.788563740366,2068.0866821718487,2077.909676048448
60,1.5082491048952562,12.15857196392491,30.35545019831156,53.633578066495986,984.8040382738407,984.3704798788524,991.9800106962784,978.603744476907,115.57302394942354,115.62355596339106,114.09926805356653,121.40250038616075,0.9589447185131112,0.5935698278223016,2449.2063787395864,2898.6740966298275,-1956.7005429446751,-1899.9738424776297,2014.4775335112015,2010.4098133699622
61,0.4416621106987012,11.889404348099387,29.79619705161278,53.50174557654303,1007.4763736501095,1007.310397685512,1011.7079007862679,1008.970958964499,92.63404222057592,92.68923847006265,94.23680076682551,91.02859295879547,0.9984776942293854,0.6151841350233391,2490.5888277385584,2938.759514808159,-1986.809257151576,-1925.672334364558,2033.1125045440233,2021.5112206359797
62,5.308032546360455,16.083904349738226,32.21708123283213,55.730537917703884,1003.4182985976995,1001.9771455304752,1002.3750427037768,996.0478606024342,97.90870970046578,98.03032496363349,105.66690918285607,103.94963785191985,0.5049551576437814,0.3082772296840284,2528.40166613595,2956.9017646654615,-2026.3313283423001,-1951.3493171582359,2075.256456444428,2057.8746355510225
63,4.697235702172101,11.845708204364493,31.892021635611798,53.37880804985346,1002.1201548255196,1000.6058159229564,1011.674518656932,1002.6186403449536,99.0541541878862,99.37425875368162,94.24833886564565,97.37948130942331,0.5831888024803515,0.6186921373375563,2461.1807080274652,2913.692653780315,-1959.7305029412028,-1897.4745155749367,2009.161193769827,1990.150083571634
64,2.8264842712020926,8.402945144215629,30.99874360042378,51.755701230658445,965.6262119360206,965.489634370202,962.9306265864188,957.7862665308949,135.08040918848818,134.51668204809837,141.27084164879545,142.2310108523198,0.8302885745040969,0.8672955967638385,2437.8954662904057,2830.2845596569705,-1955.0462129698585,-1864.7359998143436,2022.7270210268885,2005.4957460445717
65,5.656828185020823,10.721143367450239,32.40913125478002,53.04278094848994,925.0388530452852,926.4294356784953,929.9125769098517,926.6339542507079,176.3753535072048,173.56939753938573,175.44799449894313,173.3555139753653,0.46270811073997276,0.7077902120961357,2350.703168198059,2759.9240366820477,-1888.529911551786,-1828.3860831736579,1977.4177738870594,2004.8957100672606
66,8.316131175279315,21.95583674824787,33.71805272638542,58.502305071535986,973.965567522962,972.958189311354,989.8589767385117,977.3429085477565,128.11346546149647,127.03124296464703,121.11893459537494,122.66123693589725,0.21584544786222715,0.07952637234224107,2476.8569426221725,2969.3576986655034,-1989.6289731739407,-1973.1714783303862,2053.960901838828,2093.480451310759
67,9.126460427953317,17.615176550882616,34.11922073002765,56.511892406189965,938.7831782812746,937.2369397000415,943.220775488619,940.1198913058572,163.4984365579803,162.74842654704,165.58680669874593,159.87934159865486,0.16658994397625088,0.22487346444202605,2403.938122344968,2802.28958376993,-1934.1654837330054,-1857.5056991911886,2016.1050180288373,2025.9589608302276
68,2.0810629524974322,9.004784908601216,30.614776828571024,52.094060247747876,928.0097303962933,927.3317417733601,932.8251598269854,928.2306091338552,172.5105353512522,172.66834613281762,171.67722565812204,171.77276302687153,0.9120942275069209,0.8307439349672519,2390.2140084486387,2773.687222352327,-1926.039176017154,-1838.5174428315954,2012.2545221748253,2010.1096866126509
69,12.137480738184465,20.035225275707916,35.64823726702207,57.74963418119008,1000.0017600736227,991.7485865977758,1011.7293084359474,995.6231047173459,103.03260742816647,108.25261667834383,98.28831330553913,104.39036528634675,0.058971122067722974,0.12903475421300395,2580.411196429902,3088.726927354069,-2078.3372892832913,-2068.8891058747663,2128.5410259351515,2164.1065465592646
70,6.9228938558254365,14.994552158321202,33.00978351996147,55.08634807869787,1015.8196388233905,1014.5805664026384,1012.3592210333604,1006.7225806036066,85.91108465698206,85.4193877917591,95.13809195972125,93.26696165529367,0.32803687735894577,0.378527205406383,2517.61897154148,2940.1068233477918,-2009.3980423511068,-1924.922446666589,2052.4755114041645,2020.9776913311555
71,5.186762594148476,15.978548434528564,32.132569591979745,55.928253261908395,967.5287799748016,966.7528595353697,969.4811970280408,968.2107220295964,133.7679108261133,133.2536753428974,138.50807795763947,131.78941268112544,0.5200924321881708,0.3146860610933194,2485.3156036103564,2923.5905377996905,-2001.344883900002,-1953.4817194008301,2068.3469285456226,2095.3753307589295
72,7.018662112734255,12.448027731648244,33.04831304799171,53.87739200174004,959.1312682053034,957.5777557689761,967.5534173884233,958.9225391982654,142.6233970500068,142.4322456579465,138.67058073130534,141.0561507048263,0.3191247866140863,0.5703701523067648,2390.7134969992976,2836.5910039060427,-1910.7594298287668,-1864.6873123075284,1982.1217189131955,2002.1327038085426
73,6.357672541581036,17.873960921606713,32.73709315188981,56.41697991759166,915.956961661666,913.628067950134,920.2113779598202,912.0149217300519,185.63245629026167,186.3739872039443,188.72560158978484,187.9891204975983,0.3843381726342112,0.21258174090798856,2421.4880714445917,2849.878940142304,-1962.9248354270921,-1925.5299294450087,2055.553985747129,2114.6044877562317
74,8.545435019459,16.019833012872972,33.8567910217086,55.82782244098843,1020.8160775998243,1017.282650917685,1031.6531818617525,1017.2424661579248,81.32028250109107,82.72334230204547,76.35674221325836,82.7553564904071,0.20080208910194625,0.3121645950929101,2476.5658398083697,2972.115921706969,-1965.2734947594045,-1933.2169015218656,2005.5839945852697,2006.353264145365
75,4.682076620959242,20.6675110317562,31.856005037758536,57.632008240225716,926.29589178999,924.7105355390045,937.4408163986488,930.8336524697174,174.87462740614913,175.28850176008925,172.89294017001927,169.1595206182472,0.5851863110397908,0.11046146732999483,2446.3173267506468,2893.3801753062035,-1982.7733960184312,-1952.622343203029,2070.1075231482278,2127.389917927504
